order_id,order_date,customer_id,store_id,promotion_id,channel,payment_method,order_status,subtotal,tax_amount,shipping_amount,total_amount,total_cost
ORD-004349,2023-12-16,CUST-00239,,PROMO-007,Phone,Credit Card,Completed,679.65,50.97,0.81,731.43,352.22
ORD-004350,2023-03-24,CUST-00925,STORE-003,PROMO-003,In-Store,Debit Card,Completed,1677.72,125.83,0.0,1803.55,792.8
ORD-004351,2023-11-09,CUST-02023,,PROMO-014,Marketplace,PayPal,Completed,706.38,52.98,8.12,767.48,391.72
ORD-004352,2023-04-26,CUST-01110,STORE-010,PROMO-014,In-Store,Credit Card,Returned,113.46,8.51,0.0,121.97,67.75
ORD-004353,2023-02-12,CUST-00205,,PROMO-014,Website,Gift Card,Completed,1198.62,89.9,6.1,1294.62,577.73
ORD-004354,2024-03-14,CUST-00756,,PROMO-014,Mobile App,Cash,Cancelled,161.22,12.09,13.01,186.32,84.75
ORD-004355,2024-03-29,CUST-02062,STORE-001,PROMO-014,In-Store,Credit Card,Cancelled,568.0,42.6,0.0,610.6,215.58
ORD-004356,2024-01-19,CUST-01765,,PROMO-008,Phone,PayPal,Completed,202.52,15.19,1.07,218.78,113.32
ORD-004357,2023-11-14,CUST-00251,STORE-015,PROMO-014,Website,Credit Card,Cancelled,127.23,9.54,7.49,144.26,62.94
ORD-004358,2024-06-11,CUST-02656,,PROMO-010,Phone,Credit Card,Processing,945.62,70.92,1.09,1017.63,435.72
ORD-004359,2023-06-26,CUST-00613,STORE-005,PROMO-014,In-Store,Cash,Completed,1341.58,100.62,0.0,1442.2,580.78
ORD-004360,2023-06-29,CUST-01236,,PROMO-014,Marketplace,Cash,Shipped,56.74,4.26,15.06,76.06,22.52
ORD-004361,2024-12-03,CUST-01644,,PROMO-014,Marketplace,Debit Card,Returned,651.9,48.89,10.73,711.52,337.77
ORD-004362,2024-02-28,CUST-00026,STORE-003,PROMO-014,Mobile App,Credit Card,Processing,127.23,9.54,9.43,146.2,62.94
ORD-004363,2024-08-25,CUST-00193,,PROMO-014,Mobile App,Apple Pay,Completed,381.57,28.62,6.4,416.59,220.87
ORD-004364,2024-07-25,CUST-01198,,PROMO-014,Website,Debit Card,Returned,1038.03,77.85,13.91,1129.79,417.99
ORD-004365,2023-11-06,CUST-00883,,PROMO-014,Website,Debit Card,Shipped,1359.68,101.98,4.1,1465.76,785.16
ORD-004366,2024-11-04,CUST-00553,,PROMO-014,Marketplace,Cash,Completed,373.65,28.02,6.3,407.97,214.04
ORD-004367,2024-08-28,CUST-01480,,PROMO-014,Phone,Debit Card,Shipped,160.71,12.05,0.85,173.61,86.08
ORD-004368,2024-05-21,CUST-02562,,PROMO-014,Phone,Gift Card,Shipped,224.93,16.87,15.18,256.98,126.33
ORD-004369,2024-12-11,CUST-00190,,PROMO-014,Mobile App,Gift Card,Completed,3168.44,237.63,5.69,3411.76,1419.16
ORD-004370,2024-11-20,CUST-00344,,PROMO-014,Mobile App,Cash,Completed,499.02,37.43,5.72,542.17,249.63
ORD-004371,2023-03-09,CUST-02660,,PROMO-014,Website,Cash,Returned,4196.95,314.77,9.99,4521.71,1290.26
ORD-004372,2023-02-24,CUST-00151,STORE-010,PROMO-014,In-Store,Debit Card,Completed,1073.32,80.5,0.0,1153.82,446.08
ORD-004373,2023-02-10,CUST-02776,,PROMO-002,Mobile App,PayPal,Processing,7318.73,548.9,11.79,7879.42,3756.72
ORD-004374,2023-03-11,CUST-02899,,PROMO-014,Marketplace,Debit Card,Completed,1047.97,78.6,14.97,1141.54,479.2
ORD-004375,2024-02-19,CUST-02493,,PROMO-014,Marketplace,Credit Card,Shipped,214.59,16.09,2.16,232.84,81.27
ORD-004376,2024-06-16,CUST-02185,,PROMO-014,Marketplace,Gift Card,Completed,347.37,26.05,11.67,385.09,186.68
ORD-004377,2024-06-28,CUST-02490,STORE-005,PROMO-010,Website,Credit Card,Processing,688.29,51.62,15.2,755.11,214.28
ORD-004378,2024-12-12,CUST-02596,,PROMO-014,Mobile App,Gift Card,Cancelled,3978.61,298.4,10.37,4287.38,2063.16
ORD-004379,2024-09-14,CUST-00046,,PROMO-014,Mobile App,Cash,Completed,2013.57,151.02,10.04,2174.63,1021.32
ORD-004380,2023-06-03,CUST-02075,,PROMO-014,Marketplace,Credit Card,Cancelled,3402.55,255.19,4.93,3662.67,1640.06
ORD-004381,2024-03-28,CUST-02664,STORE-008,PROMO-009,Marketplace,Gift Card,Cancelled,226.96,17.02,9.68,253.66,90.08
ORD-004382,2024-03-06,CUST-01046,,PROMO-014,Website,Apple Pay,Completed,702.28,52.67,0.73,755.68,278.87
ORD-004383,2024-05-30,CUST-00168,,PROMO-014,Phone,Apple Pay,Completed,1945.95,145.95,14.6,2106.5,911.86
ORD-004384,2023-02-22,CUST-01834,STORE-011,PROMO-014,In-Store,Gift Card,Shipped,2685.91,201.44,0.0,2887.35,1416.48
ORD-004385,2023-10-07,CUST-01565,STORE-001,PROMO-014,In-Store,Debit Card,Completed,202.02,15.15,0.0,217.17,64.59
ORD-004386,2023-03-07,CUST-01183,STORE-010,PROMO-014,In-Store,Gift Card,Cancelled,1280.82,96.06,0.0,1376.88,515.23
ORD-004387,2023-07-24,CUST-00641,STORE-008,PROMO-014,In-Store,Credit Card,Completed,73.6,5.52,0.0,79.12,29.16
ORD-004388,2024-11-25,CUST-01396,,PROMO-014,Phone,Debit Card,Shipped,1669.66,125.22,5.17,1800.05,894.22
ORD-004389,2023-02-14,CUST-00967,STORE-009,PROMO-014,Website,Apple Pay,Returned,938.4,70.38,5.11,1013.89,502.5
ORD-004390,2024-11-05,CUST-01558,,PROMO-014,Marketplace,Credit Card,Cancelled,5331.08,399.83,10.69,5741.6,2690.36
ORD-004391,2024-07-16,CUST-02300,STORE-014,PROMO-014,Website,Credit Card,Shipped,1344.74,100.86,13.25,1458.85,637.79
ORD-004392,2023-11-09,CUST-01368,,PROMO-014,Website,Cash,Returned,478.36,35.88,8.73,522.97,279.73
ORD-004393,2023-08-17,CUST-01130,STORE-001,PROMO-014,Website,PayPal,Completed,2744.8,205.86,10.36,2961.02,1157.9
ORD-004394,2023-07-19,CUST-01381,,PROMO-014,Website,Debit Card,Completed,3883.71,291.28,1.68,4176.67,1505.62
ORD-004395,2023-09-28,CUST-00934,STORE-003,PROMO-014,In-Store,Gift Card,Completed,160.71,12.05,0.0,172.76,86.08
ORD-004396,2023-06-09,CUST-01874,STORE-002,PROMO-014,In-Store,Credit Card,Cancelled,381.69,28.63,0.0,410.32,188.82
ORD-004397,2024-05-21,CUST-02756,,PROMO-014,Mobile App,Cash,Completed,667.53,50.06,7.06,724.65,286.66
ORD-004398,2023-10-21,CUST-00583,STORE-013,PROMO-014,In-Store,Gift Card,Returned,1828.43,137.13,0.0,1965.56,817.65
ORD-004399,2023-02-11,CUST-02031,,PROMO-002,Mobile App,Gift Card,Completed,1754.89,131.62,9.8,1896.31,791.74
ORD-004400,2023-03-03,CUST-02172,STORE-013,PROMO-014,In-Store,Gift Card,Completed,890.55,66.79,0.0,957.34,467.71
ORD-004401,2023-08-30,CUST-02982,STORE-002,PROMO-014,In-Store,Debit Card,Processing,1511.52,113.36,0.0,1624.88,519.33
ORD-004402,2023-08-15,CUST-02063,STORE-015,PROMO-005,In-Store,Debit Card,Processing,795.42,59.66,0.0,855.08,367.39
ORD-004403,2024-03-27,CUST-02910,STORE-004,PROMO-009,In-Store,Cash,Shipped,184.22,13.82,0.0,198.04,107.66
ORD-004404,2024-07-19,CUST-00494,,PROMO-014,Mobile App,PayPal,Processing,1239.04,92.93,9.35,1341.32,728.34
ORD-004405,2024-06-08,CUST-02206,STORE-005,PROMO-014,Marketplace,PayPal,Completed,99.19,7.44,6.91,113.54,41.62
ORD-004406,2024-12-01,CUST-02399,,PROMO-012,Marketplace,Debit Card,Completed,3129.57,234.72,12.32,3376.61,1580.4
ORD-004407,2024-07-16,CUST-02978,STORE-014,PROMO-014,In-Store,Gift Card,Completed,1995.2,149.64,0.0,2144.84,971.85
ORD-004408,2024-11-14,CUST-01773,STORE-013,PROMO-014,In-Store,Credit Card,Completed,7042.28,528.17,0.0,7570.45,3309.29
ORD-004409,2023-01-18,CUST-00288,,PROMO-014,Phone,Cash,Completed,264.32,19.82,2.84,286.98,106.4
ORD-004410,2024-05-17,CUST-00895,,PROMO-014,Mobile App,PayPal,Completed,728.65,54.65,6.17,789.47,408.21
ORD-004411,2024-09-06,CUST-00660,STORE-009,PROMO-014,In-Store,Debit Card,Completed,3404.03,255.3,0.0,3659.33,1436.39
ORD-004412,2023-07-10,CUST-01644,STORE-014,PROMO-014,In-Store,Cash,Processing,1199.11,89.93,0.0,1289.04,659.0
ORD-004413,2024-09-04,CUST-02903,,PROMO-014,Website,Credit Card,Completed,160.17,12.01,0.94,173.12,75.54
ORD-004414,2024-01-29,CUST-01997,,PROMO-014,Mobile App,Credit Card,Returned,1003.86,75.29,13.58,1092.73,529.17
ORD-004415,2024-08-03,CUST-02905,,PROMO-014,Website,Cash,Shipped,1701.27,127.6,3.37,1832.24,801.19
ORD-004416,2023-12-27,CUST-02860,,PROMO-014,Marketplace,Apple Pay,Completed,211.5,15.86,8.78,236.14,79.73
ORD-004417,2023-10-02,CUST-02754,STORE-009,PROMO-014,Website,Credit Card,Cancelled,150.6,11.3,4.4,166.3,84.52
ORD-004418,2023-12-08,CUST-01713,,PROMO-014,Phone,PayPal,Shipped,1228.29,92.12,9.85,1330.26,500.28
ORD-004419,2023-07-01,CUST-02826,,PROMO-014,Website,Apple Pay,Processing,127.9,9.59,12.97,150.46,71.29
ORD-004420,2023-04-21,CUST-00561,,PROMO-014,Marketplace,Debit Card,Completed,912.01,68.4,4.65,985.06,411.77
ORD-004421,2024-05-05,CUST-00554,,PROMO-014,Website,Gift Card,Completed,453.33,34.0,8.5,495.83,183.11
ORD-004422,2024-08-09,CUST-00882,,PROMO-014,Phone,Debit Card,Completed,841.72,63.13,13.85,918.7,366.0
ORD-004423,2023-11-11,CUST-00743,STORE-001,PROMO-014,In-Store,Debit Card,Shipped,3057.18,229.29,0.0,3286.47,1432.87
ORD-004424,2023-01-05,CUST-02356,STORE-009,PROMO-014,In-Store,Gift Card,Returned,477.54,35.82,0.0,513.36,204.81
ORD-004425,2024-02-28,CUST-01175,,PROMO-014,Website,Gift Card,Returned,1855.16,139.14,8.01,2002.31,624.41
ORD-004426,2023-03-24,CUST-02542,STORE-013,PROMO-014,Phone,Debit Card,Completed,192.02,14.4,1.36,207.78,79.64
ORD-004427,2024-05-05,CUST-00893,STORE-004,PROMO-014,In-Store,Credit Card,Returned,2663.84,199.79,0.0,2863.63,970.64
ORD-004428,2024-05-22,CUST-01422,,PROMO-014,Mobile App,Debit Card,Cancelled,220.29,16.52,5.97,242.78,96.62
ORD-004429,2024-01-07,CUST-01174,STORE-002,PROMO-014,Marketplace,Credit Card,Completed,556.04,41.7,5.08,602.82,310.61
ORD-004430,2024-04-11,CUST-00777,,PROMO-014,Marketplace,Credit Card,Returned,2214.28,166.07,6.13,2386.48,1295.33
ORD-004431,2024-10-01,CUST-02160,,PROMO-014,Website,Cash,Returned,3165.54,237.42,8.24,3411.2,1218.79
ORD-004432,2024-10-21,CUST-02276,,PROMO-014,Phone,PayPal,Completed,4909.7,368.23,1.82,5279.75,1675.79
ORD-004433,2024-08-20,CUST-00784,,PROMO-014,Phone,PayPal,Cancelled,2737.44,205.31,0.47,2943.22,1134.44
ORD-004434,2024-02-23,CUST-00298,,PROMO-014,Website,Gift Card,Cancelled,916.02,68.7,5.8,990.52,383.22
ORD-004435,2023-10-24,CUST-02372,,PROMO-014,Marketplace,Apple Pay,Completed,1122.76,84.21,4.29,1211.26,511.79
ORD-004436,2023-08-18,CUST-02572,STORE-005,PROMO-005,In-Store,Cash,Completed,280.96,21.07,0.0,302.03,160.04
ORD-004437,2023-12-14,CUST-02598,,PROMO-014,Mobile App,Cash,Shipped,1917.51,143.81,11.11,2072.43,945.7
ORD-004438,2024-07-26,CUST-02270,,PROMO-014,Website,Cash,Processing,588.25,44.12,12.6,644.97,307.59
ORD-004439,2023-03-25,CUST-00526,,PROMO-014,Website,Debit Card,Cancelled,1841.91,138.14,7.93,1987.98,928.17
ORD-004440,2023-11-25,CUST-01490,,PROMO-006,Website,PayPal,Completed,1295.82,97.19,10.72,1403.73,672.39
ORD-004441,2023-10-06,CUST-01121,,PROMO-014,Website,Credit Card,Completed,1019.5,76.46,2.3,1098.26,522.24
ORD-004442,2023-11-07,CUST-01679,STORE-009,PROMO-014,In-Store,Credit Card,Completed,439.62,32.97,0.0,472.59,186.66
ORD-004443,2024-10-10,CUST-00002,,PROMO-014,Website,Gift Card,Completed,1644.89,123.37,10.79,1779.05,758.22
ORD-004444,2024-10-17,CUST-02686,STORE-001,PROMO-014,Marketplace,PayPal,Completed,1039.68,77.98,0.4,1118.06,465.01
ORD-004445,2023-06-02,CUST-01734,,PROMO-014,Marketplace,Gift Card,Completed,4587.34,344.05,14.6,4945.99,2330.16
ORD-004446,2023-05-13,CUST-01861,STORE-012,PROMO-014,In-Store,Cash,Completed,1382.79,103.71,0.0,1486.5,600.11
ORD-004447,2023-06-05,CUST-01744,,PROMO-014,Phone,Debit Card,Completed,1136.74,85.26,7.5,1229.5,578.28
ORD-004448,2023-09-10,CUST-01940,STORE-002,PROMO-014,In-Store,Gift Card,Completed,3792.39,284.43,0.0,4076.82,1812.66
ORD-004449,2024-11-10,CUST-00448,,PROMO-014,Website,Gift Card,Returned,264.92,19.87,2.78,287.57,135.22
ORD-004450,2023-12-20,CUST-01179,STORE-010,PROMO-014,In-Store,Gift Card,Cancelled,969.32,72.7,0.0,1042.02,429.21
ORD-004451,2024-09-08,CUST-01450,,PROMO-014,Website,PayPal,Cancelled,193.11,14.48,8.78,216.37,82.48
ORD-004452,2023-03-19,CUST-02959,,PROMO-014,Mobile App,PayPal,Completed,218.85,16.41,9.47,244.73,112.97
ORD-004453,2024-05-17,CUST-00074,STORE-004,PROMO-014,In-Store,Credit Card,Completed,1310.01,98.25,0.0,1408.26,577.78
ORD-004454,2024-01-11,CUST-02406,,PROMO-014,Phone,PayPal,Processing,390.2,29.26,11.21,430.67,222.6
ORD-004455,2023-05-14,CUST-00941,,PROMO-014,Marketplace,Apple Pay,Returned,358.53,26.89,0.32,385.74,190.87
ORD-004456,2024-04-28,CUST-00094,STORE-009,PROMO-014,In-Store,Credit Card,Cancelled,2998.79,224.91,0.0,3223.7,1212.1
ORD-004457,2024-08-05,CUST-02126,,PROMO-014,Mobile App,Apple Pay,Shipped,382.66,28.7,12.87,424.23,160.64
ORD-004458,2023-07-15,CUST-01787,,PROMO-014,Website,Credit Card,Completed,1375.05,103.13,1.4,1479.58,570.29
ORD-004459,2023-03-27,CUST-01675,,PROMO-003,Phone,Apple Pay,Returned,1552.81,116.46,0.84,1670.11,765.09
ORD-004460,2024-12-29,CUST-01964,,PROMO-014,Phone,Apple Pay,Processing,1693.99,127.05,13.32,1834.36,801.77
ORD-004461,2024-08-17,CUST-02699,,PROMO-014,Phone,PayPal,Completed,967.26,72.54,10.95,1050.75,320.94
ORD-004462,2023-04-14,CUST-00715,,PROMO-014,Phone,Apple Pay,Completed,61.24,4.59,0.18,66.01,20.32
ORD-004463,2023-10-15,CUST-00773,STORE-011,PROMO-014,Phone,Debit Card,Shipped,355.52,26.66,2.63,384.81,205.0
ORD-004464,2024-07-20,CUST-00613,,PROMO-014,Phone,Gift Card,Completed,77.04,5.78,2.26,85.08,32.58
ORD-004465,2024-04-21,CUST-02845,,PROMO-014,Marketplace,Gift Card,Completed,23.37,1.75,15.09,40.21,12.69
ORD-004466,2023-10-24,CUST-00266,STORE-014,PROMO-014,In-Store,Gift Card,Completed,2762.02,207.15,0.0,2969.17,1494.72
ORD-004467,2024-12-27,CUST-01565,,PROMO-013,Website,PayPal,Shipped,637.96,47.85,4.73,690.54,292.56
ORD-004468,2024-10-27,CUST-01533,,PROMO-014,Mobile App,Cash,Completed,832.89,62.47,9.82,905.18,428.5
ORD-004469,2024-06-28,CUST-01619,,PROMO-014,Website,Apple Pay,Returned,1886.76,141.51,11.84,2040.11,661.22
ORD-004470,2024-02-11,CUST-01380,,PROMO-014,Phone,Credit Card,Returned,3764.47,282.34,6.54,4053.35,1824.75
ORD-004471,2024-01-03,CUST-01239,STORE-011,PROMO-008,Marketplace,Gift Card,Completed,1538.55,115.39,6.54,1660.48,766.66
ORD-004472,2023-08-14,CUST-00602,,PROMO-005,Marketplace,Apple Pay,Returned,627.35,47.05,0.37,674.77,340.03
ORD-004473,2023-04-10,CUST-01968,,PROMO-014,Mobile App,Credit Card,Processing,3427.74,257.08,9.91,3694.73,1213.75
ORD-004474,2024-03-12,CUST-02974,,PROMO-014,Website,PayPal,Completed,1953.04,146.48,15.05,2114.57,900.12
ORD-004475,2024-09-30,CUST-00981,STORE-005,PROMO-014,Marketplace,Debit Card,Returned,676.06,50.7,11.09,737.85,356.82
ORD-004476,2024-11-20,CUST-01924,STORE-002,PROMO-014,In-Store,Debit Card,Returned,4893.7,367.03,0.0,5260.73,2093.3
ORD-004477,2023-11-18,CUST-02022,,PROMO-014,Mobile App,Cash,Completed,145.89,10.94,2.2,159.03,84.8
ORD-004478,2023-01-02,CUST-02445,,PROMO-001,Website,Apple Pay,Processing,485.02,36.38,2.87,524.27,210.77
ORD-004479,2023-11-22,CUST-02247,,PROMO-014,Marketplace,PayPal,Completed,4758.37,356.88,5.61,5120.86,2023.93
ORD-004480,2023-08-03,CUST-00981,,PROMO-014,Phone,Gift Card,Completed,784.22,58.82,13.34,856.38,362.68
ORD-004481,2024-06-12,CUST-02472,,PROMO-014,Website,Apple Pay,Returned,479.88,35.99,2.6,518.47,186.42
ORD-004482,2024-05-09,CUST-01959,,PROMO-014,Mobile App,Credit Card,Completed,1491.32,111.85,14.55,1617.72,624.5
ORD-004483,2023-08-04,CUST-01446,STORE-012,PROMO-014,Website,Credit Card,Completed,1111.58,83.37,1.47,1196.42,535.82
ORD-004484,2023-10-17,CUST-02662,,PROMO-014,Mobile App,Gift Card,Cancelled,18.32,1.37,3.01,22.7,6.86
ORD-004485,2023-03-28,CUST-01590,,PROMO-014,Phone,Apple Pay,Completed,1468.72,110.15,2.58,1581.45,858.7
ORD-004486,2023-12-31,CUST-01822,STORE-006,PROMO-014,In-Store,Debit Card,Processing,1147.1,86.03,0.0,1233.13,603.75
ORD-004487,2023-01-10,CUST-01488,,PROMO-014,Marketplace,Gift Card,Shipped,4985.02,373.88,14.08,5372.98,1773.32
ORD-004488,2023-01-15,CUST-02814,,PROMO-014,Phone,Credit Card,Returned,222.41,16.68,7.48,246.57,72.33
ORD-004489,2023-08-25,CUST-01967,STORE-006,PROMO-005,In-Store,Debit Card,Processing,331.1,24.83,0.0,355.93,177.84
ORD-004490,2023-08-10,CUST-01858,STORE-008,PROMO-014,Website,Apple Pay,Completed,303.33,22.75,7.04,333.12,103.16
ORD-004491,2024-07-04,CUST-00941,,PROMO-014,Mobile App,Credit Card,Returned,4448.1,333.61,3.56,4785.27,2574.42
ORD-004492,2024-06-21,CUST-00678,,PROMO-010,Phone,Credit Card,Returned,1175.67,88.18,2.16,1266.01,697.87
ORD-004493,2024-09-30,CUST-00525,,PROMO-014,Website,PayPal,Shipped,1990.78,149.31,15.56,2155.65,1020.53
ORD-004494,2023-07-10,CUST-01448,STORE-003,PROMO-014,In-Store,Debit Card,Processing,1036.71,77.75,0.0,1114.46,562.57
ORD-004495,2024-10-07,CUST-01256,,PROMO-014,Website,Gift Card,Completed,4010.5,300.79,8.29,4319.58,1480.89
ORD-004496,2023-03-03,CUST-01156,STORE-008,PROMO-014,Marketplace,Debit Card,Returned,4353.4,326.5,0.16,4680.06,2049.55
ORD-004497,2023-01-04,CUST-01729,,PROMO-014,Mobile App,PayPal,Completed,214.82,16.11,3.66,234.59,101.26
ORD-004498,2023-06-20,CUST-02171,STORE-005,PROMO-014,In-Store,Cash,Completed,198.17,14.86,0.0,213.03,89.42
ORD-004499,2023-09-09,CUST-00839,,PROMO-014,Phone,Apple Pay,Returned,238.99,17.92,8.28,265.19,95.24
ORD-004500,2023-08-21,CUST-01544,,PROMO-014,Marketplace,Credit Card,Shipped,794.03,59.55,2.51,856.09,305.33
ORD-004501,2023-02-16,CUST-01869,,PROMO-014,Phone,Apple Pay,Returned,2624.09,196.81,1.65,2822.55,1363.19
ORD-004502,2024-05-02,CUST-01477,,PROMO-014,Phone,Apple Pay,Processing,3671.77,275.38,7.8,3954.95,1935.59
ORD-004503,2024-07-10,CUST-02291,,PROMO-014,Phone,Apple Pay,Completed,25.85,1.94,11.95,39.74,14.41
ORD-004504,2024-06-19,CUST-01878,,PROMO-014,Marketplace,Debit Card,Completed,579.07,43.43,11.45,633.95,251.78
ORD-004505,2023-06-05,CUST-02357,,PROMO-014,Phone,Gift Card,Shipped,53.12,3.98,10.54,67.64,20.67
ORD-004506,2024-09-20,CUST-00117,,PROMO-014,Marketplace,Debit Card,Processing,3808.41,285.63,11.06,4105.1,1528.07
ORD-004507,2024-10-26,CUST-02799,STORE-014,PROMO-014,In-Store,Debit Card,Returned,609.45,45.71,0.0,655.16,318.67
ORD-004508,2023-01-19,CUST-01609,,PROMO-014,Phone,Credit Card,Shipped,3230.26,242.27,15.06,3487.59,1395.73
ORD-004509,2023-05-12,CUST-01086,STORE-001,PROMO-014,Mobile App,Credit Card,Completed,1677.17,125.79,13.51,1816.47,738.17
ORD-004510,2023-12-24,CUST-00703,STORE-005,PROMO-014,In-Store,Debit Card,Cancelled,1172.96,87.97,0.0,1260.93,487.52
ORD-004511,2023-08-21,CUST-01102,,PROMO-014,Phone,Debit Card,Shipped,4463.93,334.79,12.31,4811.03,1437.45
ORD-004512,2023-03-15,CUST-02109,,PROMO-014,Phone,Debit Card,Processing,51.36,3.85,12.84,68.05,21.72
ORD-004513,2024-09-13,CUST-00464,,PROMO-011,Phone,Gift Card,Returned,280.96,21.07,7.96,309.99,160.04
ORD-004514,2024-04-01,CUST-01544,,PROMO-009,Marketplace,Debit Card,Completed,564.17,42.31,7.67,614.15,295.47
ORD-004515,2024-12-26,CUST-01896,,PROMO-014,Website,Gift Card,Completed,2889.56,216.72,1.67,3107.95,1376.3
ORD-004516,2024-01-28,CUST-02883,STORE-010,PROMO-014,In-Store,Cash,Returned,800.57,60.04,0.0,860.61,355.9
ORD-004517,2023-04-17,CUST-02382,,PROMO-014,Website,Apple Pay,Cancelled,638.65,47.9,3.09,689.64,356.47
ORD-004518,2024-06-11,CUST-00258,,PROMO-014,Marketplace,Apple Pay,Shipped,1958.58,146.89,7.35,2112.82,946.77
ORD-004519,2024-02-13,CUST-00765,STORE-002,PROMO-014,Mobile App,Apple Pay,Cancelled,259.78,19.48,10.89,290.15,94.16
ORD-004520,2023-09-18,CUST-02415,STORE-006,PROMO-014,Mobile App,Credit Card,Completed,223.92,16.79,14.59,255.3,131.64
ORD-004521,2024-01-25,CUST-00889,,PROMO-014,Phone,Debit Card,Cancelled,666.25,49.97,6.08,722.3,281.44
ORD-004522,2024-04-19,CUST-02879,,PROMO-014,Website,Gift Card,Completed,432.47,32.44,13.12,478.03,131.03
ORD-004523,2023-03-24,CUST-01695,,PROMO-014,Mobile App,Gift Card,Completed,1183.53,88.76,12.17,1284.46,515.55
ORD-004524,2024-05-18,CUST-02179,,PROMO-014,Marketplace,Debit Card,Completed,3439.63,257.97,8.76,3706.36,1664.99
ORD-004525,2024-05-27,CUST-00852,,PROMO-014,Website,Debit Card,Completed,1354.82,101.61,11.68,1468.11,634.29
ORD-004526,2023-08-19,CUST-02566,,PROMO-005,Phone,Apple Pay,Processing,4812.26,360.92,13.41,5186.59,2469.42
ORD-004527,2024-03-03,CUST-00077,,PROMO-014,Phone,Apple Pay,Completed,456.1,34.21,15.13,505.44,270.31
ORD-004528,2023-06-24,CUST-02320,,PROMO-014,Mobile App,Debit Card,Shipped,183.86,13.79,12.27,209.92,96.16
ORD-004529,2023-02-10,CUST-01631,,PROMO-014,Marketplace,Cash,Shipped,1981.6,148.62,5.52,2135.74,1122.9
ORD-004530,2023-07-01,CUST-00015,STORE-002,PROMO-014,In-Store,Cash,Shipped,1716.18,128.71,0.0,1844.89,870.72
ORD-004531,2024-07-06,CUST-01791,STORE-006,PROMO-014,Mobile App,PayPal,Shipped,873.88,65.54,12.65,952.07,405.9
ORD-004532,2024-10-02,CUST-00724,,PROMO-014,Website,Debit Card,Completed,1013.26,75.99,6.3,1095.55,525.06
ORD-004533,2024-01-22,CUST-01397,,PROMO-014,Phone,Credit Card,Processing,1266.56,94.99,14.89,1376.44,562.02
ORD-004534,2024-08-27,CUST-00619,STORE-010,PROMO-014,In-Store,Gift Card,Shipped,229.56,17.22,0.0,246.78,103.05
ORD-004535,2024-12-31,CUST-01488,STORE-006,PROMO-013,In-Store,Gift Card,Cancelled,995.07,74.63,0.0,1069.7,440.7
ORD-004536,2023-12-23,CUST-00978,,PROMO-014,Mobile App,PayPal,Returned,194.57,14.59,9.18,218.34,68.04
ORD-004537,2024-02-10,CUST-02249,,PROMO-014,Website,Apple Pay,Shipped,303.33,22.75,12.05,338.13,103.16
ORD-004538,2024-06-21,CUST-01636,,PROMO-014,Mobile App,Debit Card,Completed,344.78,25.86,1.21,371.85,182.67
ORD-004539,2023-02-08,CUST-02192,,PROMO-014,Phone,Credit Card,Completed,21.76,1.63,12.26,35.65,9.03
ORD-004540,2024-08-31,CUST-02232,,PROMO-014,Mobile App,PayPal,Processing,2259.05,169.43,0.82,2429.3,1004.72
ORD-004541,2024-01-23,CUST-01754,,PROMO-014,Website,PayPal,Completed,991.43,74.36,13.91,1079.7,489.43
ORD-004542,2023-09-08,CUST-00615,,PROMO-014,Website,Apple Pay,Completed,1839.64,137.97,15.95,1993.56,828.93
ORD-004543,2023-07-13,CUST-01867,,PROMO-014,Phone,PayPal,Shipped,260.81,19.56,14.92,295.29,98.32
ORD-004544,2024-08-09,CUST-02543,STORE-014,PROMO-014,Mobile App,Debit Card,Shipped,534.17,40.06,12.94,587.17,207.72
ORD-004545,2024-10-16,CUST-00818,,PROMO-014,Marketplace,Apple Pay,Completed,1718.69,128.9,1.23,1848.82,653.57
ORD-004546,2023-07-27,CUST-00954,STORE-005,PROMO-014,In-Store,Debit Card,Returned,2099.94,157.5,0.0,2257.44,868.59
ORD-004547,2024-10-24,CUST-01590,STORE-006,PROMO-014,Mobile App,Debit Card,Completed,912.2,68.42,3.53,984.15,540.62
ORD-004548,2024-03-13,CUST-02119,,PROMO-014,Marketplace,Debit Card,Cancelled,1081.72,81.13,13.94,1176.79,533.02
ORD-004549,2024-05-23,CUST-01325,,PROMO-014,Marketplace,Debit Card,Completed,633.08,47.48,3.82,684.38,289.65
ORD-004550,2024-08-27,CUST-01917,STORE-005,PROMO-014,In-Store,Debit Card,Processing,3697.37,277.3,0.0,3974.67,1377.19
ORD-004551,2024-01-22,CUST-01443,,PROMO-014,Mobile App,Apple Pay,Returned,42.06,3.15,9.23,54.44,13.5
ORD-004552,2024-05-16,CUST-01575,,PROMO-014,Phone,Apple Pay,Shipped,1286.47,96.49,2.62,1385.58,710.25
ORD-004553,2023-11-29,CUST-01913,,PROMO-014,Mobile App,Gift Card,Cancelled,53.12,3.98,14.7,71.8,20.67
ORD-004554,2023-02-23,CUST-00174,,PROMO-014,Website,PayPal,Cancelled,434.52,32.59,9.47,476.58,238.83
ORD-004555,2023-12-02,CUST-01676,STORE-008,PROMO-014,Website,Apple Pay,Shipped,938.09,70.36,2.22,1010.67,325.14
ORD-004556,2024-02-02,CUST-01578,,PROMO-014,Website,Cash,Completed,438.11,32.86,13.0,483.97,260.21
