product_id,product_name,department,category,brand,unit_price,unit_cost,weight_lbs,supplier_lead_days,reorder_point,is_active
PROD-00233,AquaPro Sports Plus 233,Sports & Outdoors,Team Sports,GameDay,284.71,127.52,12.5,30,24,1
PROD-00234,GameDay Sports Ultra 234,Sports & Outdoors,Team Sports,FitForce,238.92,94.64,2.5,5,16,1
PROD-00235,FitForce Sports Pro 235,Sports & Outdoors,Team Sports,PeakGear,524.61,158.3,9.6,11,51,1
PROD-00236,TechLink Products Ultra 236,Office Supplies,Paper Products,NeatSpace,14.02,4.5,6.8,16,54,1
PROD-00237,OfficePro Products Pro 237,Office Supplies,Paper Products,DeskMaster,12.62,4.91,2.8,12,54,1
PROD-00238,WriteRight Products Plus 238,Office Supplies,Paper Products,WriteRight,20.18,7.77,7.6,21,55,1
PROD-00239,NeatSpace Products Pro 239,Office Supplies,Paper Products,DeskMaster,119.2,49.73,23.4,26,18,1
PROD-00240,TechLink Products Lite 240,Office Supplies,Paper Products,OfficePro,32.5,14.11,8.3,29,16,1
PROD-00241,WriteRight Products Max 241,Office Supplies,Paper Products,OfficePro,67.46,32.39,23.1,4,42,1
PROD-00242,WriteRight Products Ultra 242,Office Supplies,Paper Products,DeskMaster,78.67,41.45,8.5,12,88,1
PROD-00243,TechLink Products Ultra 243,Office Supplies,Paper Products,TechLink,97.56,54.12,9.8,7,95,1
PROD-00244,OfficePro Products Ultra 244,Office Supplies,Paper Products,OfficePro,41.65,24.58,23.1,29,14,1
PROD-00245,DeskMaster Products Max 245,Office Supplies,Paper Products,WriteRight,36.51,13.3,3.3,24,22,1
PROD-00246,WriteRight Products Max 246,Office Supplies,Paper Products,NeatSpace,131.74,78.06,11.8,11,42,1
PROD-00247,NeatSpace Products Ultra 247,Office Supplies,Paper Products,DeskMaster,16.31,7.92,10.4,23,81,1
PROD-00248,DeskMaster Products Pro 248,Office Supplies,Paper Products,TechLink,67.34,21.53,12.3,14,13,1
PROD-00249,WriteRight Products Basic 249,Office Supplies,Paper Products,NeatSpace,55.69,33.29,1.4,5,58,1
PROD-00250,WriteRight Products Basic 250,Office Supplies,Paper Products,NeatSpace,125.27,51.74,23.9,13,54,1
PROD-00251,TechLink Writing Basic 251,Office Supplies,Writing,OfficePro,18.32,6.86,24.7,25,92,1
PROD-00252,OfficePro Writing Ultra 252,Office Supplies,Writing,NeatSpace,29.83,9.31,10.7,29,35,1
PROD-00253,NeatSpace Writing Max 253,Office Supplies,Writing,NeatSpace,5.01,1.95,20.3,12,95,1
PROD-00254,NeatSpace Writing Pro 254,Office Supplies,Writing,WriteRight,25.85,14.41,4.8,25,41,1
PROD-00255,OfficePro Writing Lite 255,Office Supplies,Writing,DeskMaster,16.21,8.04,20.1,8,69,1
PROD-00256,DeskMaster Writing Lite 256,Office Supplies,Writing,DeskMaster,148.22,88.1,23.5,28,81,1
PROD-00257,TechLink Writing Plus 257,Office Supplies,Writing,TechLink,146.21,85.19,12.0,17,48,1
PROD-00258,DeskMaster Writing Max 258,Office Supplies,Writing,OfficePro,48.44,22.4,21.9,15,55,1
PROD-00259,OfficePro Accessories Pro 259,Office Supplies,Desk Accessories,OfficePro,96.92,48.32,3.1,11,86,1
PROD-00260,OfficePro Accessories Max 260,Office Supplies,Desk Accessories,WriteRight,76.29,25.32,23.8,30,100,1
PROD-00261,OfficePro Accessories Plus 261,Office Supplies,Desk Accessories,NeatSpace,57.78,30.28,18.4,21,42,1
PROD-00262,DeskMaster Accessories Max 262,Office Supplies,Desk Accessories,DeskMaster,54.26,30.23,15.3,9,75,1
PROD-00263,TechLink Accessories Ultra 263,Office Supplies,Desk Accessories,NeatSpace,71.53,27.09,17.5,5,99,1
PROD-00264,TechLink Accessories Basic 264,Office Supplies,Desk Accessories,NeatSpace,30.62,10.16,4.8,4,85,1
PROD-00265,WriteRight Accessories Lite 265,Office Supplies,Desk Accessories,TechLink,143.9,48.16,12.0,24,74,1
PROD-00266,WriteRight Accessories Max 266,Office Supplies,Desk Accessories,TechLink,6.22,2.81,4.0,13,44,1
PROD-00267,WriteRight Accessories Ultra 267,Office Supplies,Desk Accessories,OfficePro,12.62,4.98,12.4,15,98,1
PROD-00268,WriteRight Accessories Plus 268,Office Supplies,Desk Accessories,OfficePro,46.43,24.43,3.5,17,44,1
PROD-00269,WriteRight Accessories Ultra 269,Office Supplies,Desk Accessories,OfficePro,127.62,56.32,12.4,20,24,1
PROD-00270,OfficePro Accessories Pro 270,Office Supplies,Desk Accessories,NeatSpace,14.85,8.34,23.4,4,46,0
PROD-00271,TechLink Accessories Max 271,Office Supplies,Desk Accessories,NeatSpace,23.37,12.69,19.3,10,33,1
PROD-00272,TechLink Accessories Max 272,Office Supplies,Desk Accessories,TechLink,36.05,20.79,24.9,24,32,1
PROD-00273,NeatSpace Accessories Lite 273,Office Supplies,Desk Accessories,OfficePro,51.59,23.01,20.0,29,21,1
PROD-00274,TechLink Accessories Max 274,Office Supplies,Technology Accessories,DeskMaster,7.84,4.08,21.1,4,36,1
PROD-00275,TechLink Accessories Plus 275,Office Supplies,Technology Accessories,TechLink,149.85,58.95,6.7,27,61,1
PROD-00276,WriteRight Accessories Plus 276,Office Supplies,Technology Accessories,TechLink,128.15,70.27,9.9,30,76,1
PROD-00277,WriteRight Accessories Plus 277,Office Supplies,Technology Accessories,NeatSpace,21.76,9.03,1.5,16,41,1
PROD-00278,WriteRight Accessories Max 278,Office Supplies,Technology Accessories,OfficePro,86.22,42.03,12.9,23,20,1
PROD-00279,OfficePro Accessories Ultra 279,Office Supplies,Technology Accessories,OfficePro,74.98,29.96,23.7,23,49,1
PROD-00280,WriteRight Accessories Pro 280,Office Supplies,Technology Accessories,OfficePro,141.56,55.05,23.3,17,93,1
PROD-00281,OfficePro Accessories Plus 281,Office Supplies,Technology Accessories,DeskMaster,53.12,20.67,13.4,16,100,1
PROD-00282,NeatSpace Accessories Max 282,Office Supplies,Technology Accessories,WriteRight,23.94,7.97,0.3,25,39,1
PROD-00283,WriteRight Accessories Pro 283,Office Supplies,Technology Accessories,TechLink,144.84,79.61,24.4,7,51,1
PROD-00284,DeskMaster Accessories Max 284,Office Supplies,Technology Accessories,NeatSpace,85.56,27.48,11.3,8,53,1
PROD-00285,OfficePro Organization Lite 285,Office Supplies,Organization,NeatSpace,116.32,55.6,12.3,19,79,1
PROD-00286,NeatSpace Organization Max 286,Office Supplies,Organization,WriteRight,120.24,45.54,14.7,21,37,0
PROD-00287,TechLink Organization Lite 287,Office Supplies,Organization,OfficePro,82.53,38.47,18.9,18,33,1
PROD-00288,NeatSpace Organization Basic 288,Office Supplies,Organization,DeskMaster,127.9,71.29,15.7,25,97,1
PROD-00289,WriteRight Organization Basic 289,Office Supplies,Organization,WriteRight,67.73,35.25,22.5,12,88,1
PROD-00290,DeskMaster Organization Ultra 290,Office Supplies,Organization,DeskMaster,105.36,31.8,14.9,30,92,1
PROD-00291,TechLink Organization Lite 291,Office Supplies,Organization,DeskMaster,148.9,79.6,11.5,22,49,1
PROD-00292,TechLink Organization Lite 292,Office Supplies,Organization,WriteRight,139.78,54.37,7.4,24,83,1
PROD-00293,TechLink Organization Ultra 293,Office Supplies,Organization,TechLink,30.69,11.08,20.2,7,35,1
PROD-00294,TechLink Organization Max 294,Office Supplies,Organization,TechLink,11.06,4.34,24.1,24,25,1
