order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total,line_cost
7400,ORD-003322,PROD-00199,1,189.01,0.0,189.01,98.41
7401,ORD-003323,PROD-00112,4,339.38,0.0,1357.52,785.8
7402,ORD-003323,PROD-00022,2,836.93,0.0,1673.86,994.98
7403,ORD-003323,PROD-00012,1,394.11,0.0,394.11,198.27
7404,ORD-003324,PROD-00032,2,438.08,0.0,876.16,521.52
7405,ORD-003324,PROD-00001,2,613.68,0.0,1227.36,518.76
7406,ORD-003325,PROD-00193,1,214.82,0.0,214.82,101.26
7407,ORD-003325,PROD-00286,3,120.24,0.0,360.72,136.62
7408,ORD-003325,PROD-00169,1,222.41,0.0,222.41,72.33
7409,ORD-003326,PROD-00175,2,174.34,0.0,348.68,171.52
7410,ORD-003326,PROD-00065,1,637.07,0.0,637.07,347.9
7411,ORD-003326,PROD-00231,2,519.7,0.0,1039.4,340.84
7412,ORD-003327,PROD-00258,1,48.44,0.0,48.44,22.4
7413,ORD-003327,PROD-00044,1,454.36,0.0,454.36,186.4
7414,ORD-003327,PROD-00038,5,764.58,0.0,3822.9,1682.2
7415,ORD-003328,PROD-00091,2,36.48,0.0,72.96,41.96
7416,ORD-003329,PROD-00136,5,59.48,0.0,297.4,151.5
7417,ORD-003329,PROD-00048,5,794.03,0.0,3970.15,1526.65
7418,ORD-003329,PROD-00069,4,721.37,0.0,2885.48,1346.12
7419,ORD-003330,PROD-00052,1,828.96,0.2,663.17,420.24
7420,ORD-003330,PROD-00283,1,144.84,0.0,144.84,79.61
7421,ORD-003330,PROD-00247,5,16.31,0.0,81.55,39.6
7422,ORD-003330,PROD-00030,1,944.9,0.2,755.92,523.09
7423,ORD-003330,PROD-00060,1,1270.79,0.2,1016.63,599.67
7424,ORD-003331,PROD-00017,1,764.27,0.0,764.27,410.57
7425,ORD-003332,PROD-00074,2,522.27,0.0,1044.54,520.66
7426,ORD-003332,PROD-00129,1,23.75,0.0,23.75,13.16
7427,ORD-003333,PROD-00064,4,1116.41,0.0,4465.64,1512.88
7428,ORD-003333,PROD-00242,4,78.67,0.0,314.68,165.8
7429,ORD-003334,PROD-00063,1,886.62,0.0,886.62,455.95
7430,ORD-003334,PROD-00120,1,619.52,0.0,619.52,364.17
7431,ORD-003334,PROD-00173,1,200.32,0.0,200.32,98.0
7432,ORD-003335,PROD-00131,2,217.81,0.0,435.62,241.68
7433,ORD-003335,PROD-00225,1,167.92,0.0,167.92,63.68
7434,ORD-003336,PROD-00290,2,105.36,0.0,210.72,63.6
7435,ORD-003337,PROD-00019,1,1234.83,0.0,1234.83,637.66
7436,ORD-003337,PROD-00280,3,141.56,0.0,424.68,165.15
7437,ORD-003337,PROD-00152,1,161.22,0.0,161.22,84.75
7438,ORD-003338,PROD-00206,1,164.13,0.0,164.13,68.04
7439,ORD-003338,PROD-00051,1,359.46,0.0,359.46,196.58
7440,ORD-003339,PROD-00258,2,48.44,0.0,96.88,44.8
7441,ORD-003339,PROD-00270,2,14.85,0.0,29.7,16.68
7442,ORD-003339,PROD-00057,1,1399.93,0.0,1399.93,717.97
7443,ORD-003340,PROD-00034,1,905.99,0.0,905.99,447.82
7444,ORD-003340,PROD-00235,1,524.61,0.0,524.61,158.3
7445,ORD-003340,PROD-00281,1,53.12,0.0,53.12,20.67
7446,ORD-003341,PROD-00076,3,435.87,0.0,1307.61,406.32
7447,ORD-003341,PROD-00252,3,29.83,0.0,89.49,27.93
7448,ORD-003341,PROD-00136,5,59.48,0.0,297.4,151.5
7449,ORD-003341,PROD-00044,1,454.36,0.0,454.36,186.4
7450,ORD-003342,PROD-00250,1,125.27,0.0,125.27,51.74
7451,ORD-003342,PROD-00112,1,339.38,0.0,339.38,196.45
7452,ORD-003342,PROD-00005,2,638.65,0.15,1085.7,712.94
7453,ORD-003343,PROD-00080,3,421.78,0.0,1265.34,410.49
7454,ORD-003343,PROD-00237,1,12.62,0.0,12.62,4.91
7455,ORD-003344,PROD-00242,1,78.67,0.0,78.67,41.45
7456,ORD-003345,PROD-00291,2,148.9,0.0,297.8,159.2
7457,ORD-003345,PROD-00029,4,881.32,0.0,3525.28,1602.76
7458,ORD-003346,PROD-00196,3,191.18,0.0,573.54,286.74
7459,ORD-003346,PROD-00245,2,36.51,0.0,73.02,26.6
7460,ORD-003346,PROD-00212,1,495.16,0.0,495.16,259.56
7461,ORD-003347,PROD-00014,1,748.19,0.0,748.19,321.23
7462,ORD-003348,PROD-00203,2,575.07,0.0,1150.14,429.3
7463,ORD-003348,PROD-00189,1,64.12,0.0,64.12,32.65
7464,ORD-003348,PROD-00292,5,139.78,0.0,698.9,271.85
7465,ORD-003348,PROD-00152,3,161.22,0.0,483.66,254.25
7466,ORD-003348,PROD-00147,2,25.68,0.0,51.36,21.72
7467,ORD-003349,PROD-00290,1,105.36,0.0,105.36,31.8
7468,ORD-003350,PROD-00141,1,23.63,0.0,23.63,11.46
7469,ORD-003351,PROD-00229,3,315.69,0.0,947.07,355.11
7470,ORD-003351,PROD-00199,1,189.01,0.0,189.01,98.41
7471,ORD-003351,PROD-00073,1,687.3,0.0,687.3,314.36
7472,ORD-003351,PROD-00140,2,236.1,0.0,472.2,224.54
7473,ORD-003351,PROD-00236,2,14.02,0.0,28.04,9.0
7474,ORD-003352,PROD-00143,2,150.6,0.0,301.2,169.04
7475,ORD-003353,PROD-00253,3,5.01,0.0,15.03,5.85
7476,ORD-003354,PROD-00171,3,237.36,0.0,712.08,377.94
7477,ORD-003354,PROD-00262,1,54.26,0.0,54.26,30.23
7478,ORD-003355,PROD-00001,3,613.68,0.0,1841.04,778.14
7479,ORD-003356,PROD-00056,4,894.84,0.0,3579.36,1541.6
7480,ORD-003357,PROD-00215,2,407.0,0.0,814.0,374.7
7481,ORD-003357,PROD-00174,1,56.74,0.0,56.74,22.52
7482,ORD-003357,PROD-00261,3,57.78,0.0,173.34,90.84
7483,ORD-003357,PROD-00082,3,755.91,0.0,2267.73,1176.3
7484,ORD-003358,PROD-00009,5,954.26,0.0,4771.3,2452.8
7485,ORD-003359,PROD-00285,3,116.32,0.0,348.96,166.8
7486,ORD-003360,PROD-00269,1,127.62,0.0,127.62,56.32
7487,ORD-003361,PROD-00239,1,119.2,0.0,119.2,49.73
7488,ORD-003362,PROD-00050,3,1291.19,0.0,3873.57,2020.5
7489,ORD-003362,PROD-00053,4,130.73,0.0,522.92,276.84
7490,ORD-003362,PROD-00269,1,127.62,0.0,127.62,56.32
7491,ORD-003362,PROD-00048,2,794.03,0.0,1588.06,610.66
7492,ORD-003363,PROD-00231,1,519.7,0.0,519.7,170.42
7493,ORD-003363,PROD-00289,4,67.73,0.0,270.92,141.0
7494,ORD-003364,PROD-00269,2,127.62,0.0,255.24,112.64
7495,ORD-003364,PROD-00039,1,214.91,0.0,214.91,73.07
7496,ORD-003364,PROD-00284,1,85.56,0.0,85.56,27.48
7497,ORD-003365,PROD-00016,2,604.72,0.0,1209.44,678.26
7498,ORD-003365,PROD-00273,1,51.59,0.0,51.59,23.01
7499,ORD-003366,PROD-00245,1,36.51,0.0,36.51,13.3
7500,ORD-003366,PROD-00193,1,214.82,0.0,214.82,101.26
7501,ORD-003367,PROD-00206,2,164.13,0.0,328.26,136.08
7502,ORD-003367,PROD-00257,3,146.21,0.0,438.63,255.57
7503,ORD-003367,PROD-00163,1,186.23,0.0,186.23,90.69
7504,ORD-003367,PROD-00034,2,905.99,0.0,1811.98,895.64
7505,ORD-003367,PROD-00222,1,202.75,0.0,202.75,97.77
7506,ORD-003368,PROD-00021,1,1068.73,0.0,1068.73,334.76
7507,ORD-003368,PROD-00094,2,503.58,0.0,1007.16,348.56
7508,ORD-003369,PROD-00197,2,390.2,0.0,780.4,445.2
7509,ORD-003369,PROD-00129,1,23.75,0.0,23.75,13.16
7510,ORD-003370,PROD-00138,1,165.55,0.0,165.55,88.92
7511,ORD-003370,PROD-00012,1,394.11,0.0,394.11,198.27
7512,ORD-003370,PROD-00109,3,247.84,0.0,743.52,333.78
7513,ORD-003371,PROD-00172,2,230.63,0.0,461.26,239.16
7514,ORD-003371,PROD-00027,3,1332.82,0.0,3998.46,1659.09
7515,ORD-003372,PROD-00169,2,222.41,0.0,444.82,144.66
7516,ORD-003372,PROD-00240,4,32.5,0.0,130.0,56.44
7517,ORD-003373,PROD-00013,1,1198.62,0.0,1198.62,577.73
7518,ORD-003373,PROD-00206,1,164.13,0.0,164.13,68.04
7519,ORD-003373,PROD-00049,1,485.12,0.0,485.12,186.48
7520,ORD-003374,PROD-00142,2,191.73,0.0,383.46,154.58
7521,ORD-003374,PROD-00124,4,746.82,0.0,2987.28,1693.92
7522,ORD-003375,PROD-00235,2,524.61,0.0,1049.22,316.6
7523,ORD-003375,PROD-00294,3,11.06,0.0,33.18,13.02
7524,ORD-003376,PROD-00292,1,139.78,0.0,139.78,54.37
7525,ORD-003376,PROD-00171,1,237.36,0.0,237.36,125.98
7526,ORD-003376,PROD-00217,2,359.18,0.0,718.36,371.82
7527,ORD-003376,PROD-00017,1,764.27,0.0,764.27,410.57
7528,ORD-003377,PROD-00180,1,544.24,0.0,544.24,187.9
7529,ORD-003377,PROD-00064,4,1116.41,0.0,4465.64,1512.88
7530,ORD-003378,PROD-00088,2,587.81,0.0,1175.62,469.64
7531,ORD-003378,PROD-00060,2,1270.79,0.0,2541.58,1199.34
7532,ORD-003378,PROD-00042,1,1482.7,0.0,1482.7,858.14
7533,ORD-003378,PROD-00213,2,136.68,0.0,273.36,139.84
7534,ORD-003379,PROD-00097,2,259.6,0.0,519.2,286.46
7535,ORD-003379,PROD-00050,1,1291.19,0.0,1291.19,673.5
7536,ORD-003380,PROD-00102,2,235.33,0.0,470.66,207.16
7537,ORD-003380,PROD-00133,2,160.71,0.0,321.42,172.16
7538,ORD-003381,PROD-00163,1,186.23,0.0,186.23,90.69
7539,ORD-003381,PROD-00235,1,524.61,0.0,524.61,158.3
7540,ORD-003381,PROD-00191,2,66.08,0.0,132.16,53.2
7541,ORD-003381,PROD-00025,1,140.38,0.0,140.38,55.5
7542,ORD-003382,PROD-00159,2,135.94,0.0,271.88,148.34
7543,ORD-003382,PROD-00181,3,283.2,0.0,849.6,322.2
7544,ORD-003382,PROD-00268,3,46.43,0.0,139.29,73.29
7545,ORD-003382,PROD-00203,5,575.07,0.0,2875.35,1073.25
7546,ORD-003383,PROD-00212,2,495.16,0.0,990.32,519.12
7547,ORD-003383,PROD-00249,2,55.69,0.0,111.38,66.58
7548,ORD-003383,PROD-00082,4,755.91,0.0,3023.64,1568.4
7549,ORD-003383,PROD-00041,2,484.64,0.0,969.28,384.94
7550,ORD-003383,PROD-00281,1,53.12,0.0,53.12,20.67
7551,ORD-003384,PROD-00200,1,14.88,0.0,14.88,7.7
7552,ORD-003384,PROD-00042,1,1482.7,0.0,1482.7,858.14
7553,ORD-003384,PROD-00141,4,23.63,0.0,94.52,45.84
7554,ORD-003385,PROD-00088,2,587.81,0.0,1175.62,469.64
7555,ORD-003386,PROD-00181,1,283.2,0.0,283.2,107.4
7556,ORD-003387,PROD-00180,3,544.24,0.0,1632.72,563.7
7557,ORD-003388,PROD-00024,2,834.83,0.0,1669.66,894.22
7558,ORD-003388,PROD-00199,2,189.01,0.0,378.02,196.82
7559,ORD-003388,PROD-00237,1,12.62,0.0,12.62,4.91
7560,ORD-003389,PROD-00259,2,96.92,0.0,193.84,96.64
7561,ORD-003390,PROD-00064,1,1116.41,0.0,1116.41,378.22
7562,ORD-003390,PROD-00144,1,159.18,0.0,159.18,68.27
7563,ORD-003391,PROD-00020,1,1360.0,0.0,1360.0,649.68
7564,ORD-003392,PROD-00040,1,377.21,0.0,377.21,204.55
7565,ORD-003392,PROD-00099,4,667.53,0.25,2002.59,1146.64
7566,ORD-003392,PROD-00178,1,208.75,0.0,208.75,100.65
7567,ORD-003392,PROD-00221,2,77.89,0.0,155.78,51.52
7568,ORD-003393,PROD-00022,1,836.93,0.0,836.93,497.49
7569,ORD-003394,PROD-00231,1,519.7,0.0,519.7,170.42
7570,ORD-003394,PROD-00219,2,147.31,0.0,294.62,90.24
7571,ORD-003394,PROD-00242,4,78.67,0.0,314.68,165.8
7572,ORD-003395,PROD-00016,1,604.72,0.0,604.72,339.13
7573,ORD-003395,PROD-00263,3,71.53,0.0,214.59,81.27
7574,ORD-003396,PROD-00047,2,812.62,0.0,1625.24,711.9
7575,ORD-003396,PROD-00191,5,66.08,0.0,330.4,133.0
7576,ORD-003397,PROD-00063,3,886.62,0.0,2659.86,1367.85
7577,ORD-003397,PROD-00003,1,229.26,0.0,229.26,131.07
7578,ORD-003398,PROD-00190,4,146.54,0.0,586.16,248.88
7579,ORD-003399,PROD-00053,1,130.73,0.0,130.73,69.21
7580,ORD-003399,PROD-00114,2,49.19,0.0,98.38,45.62
7581,ORD-003400,PROD-00204,1,478.36,0.0,478.36,279.73
7582,ORD-003401,PROD-00229,3,315.69,0.0,947.07,355.11
7583,ORD-003402,PROD-00079,2,286.68,0.0,573.36,285.38
7584,ORD-003403,PROD-00047,2,812.62,0.0,1625.24,711.9
7585,ORD-003403,PROD-00199,1,189.01,0.0,189.01,98.41
7586,ORD-003403,PROD-00228,1,288.67,0.0,288.67,121.65
7587,ORD-003404,PROD-00237,1,12.62,0.0,12.62,4.91
7588,ORD-003404,PROD-00073,2,687.3,0.0,1374.6,628.72
7589,ORD-003404,PROD-00187,1,65.32,0.0,65.32,32.33
7590,ORD-003405,PROD-00169,4,222.41,0.0,889.64,289.32
7591,ORD-003405,PROD-00014,1,748.19,0.0,748.19,321.23
7592,ORD-003405,PROD-00220,1,238.27,0.0,238.27,105.58
7593,ORD-003406,PROD-00079,3,286.68,0.0,860.04,428.07
7594,ORD-003406,PROD-00217,1,359.18,0.0,359.18,185.91
7595,ORD-003407,PROD-00177,3,97.89,0.0,293.67,119.46
7596,ORD-003408,PROD-00287,1,82.53,0.0,82.53,38.47
7597,ORD-003408,PROD-00070,1,339.92,0.0,339.92,196.29
7598,ORD-003408,PROD-00087,4,430.15,0.0,1720.6,684.0
7599,ORD-003409,PROD-00158,2,212.62,0.0,425.24,235.94
7600,ORD-003409,PROD-00200,1,14.88,0.0,14.88,7.7
7601,ORD-003409,PROD-00205,5,538.18,0.0,2690.9,1174.95
7602,ORD-003410,PROD-00034,1,905.99,0.0,905.99,447.82
7603,ORD-003410,PROD-00162,1,176.48,0.0,176.48,91.03
7604,ORD-003411,PROD-00159,1,135.94,0.0,135.94,74.17
7605,ORD-003411,PROD-00203,1,575.07,0.0,575.07,214.65
7606,ORD-003411,PROD-00184,1,263.35,0.0,263.35,152.28
7607,ORD-003412,PROD-00214,1,272.45,0.0,272.45,136.15
7608,ORD-003412,PROD-00249,3,55.69,0.0,167.07,99.87
7609,ORD-003413,PROD-00265,2,143.9,0.0,287.8,96.32
7610,ORD-003414,PROD-00039,3,214.91,0.0,644.73,219.21
7611,ORD-003414,PROD-00293,2,30.69,0.0,61.38,22.16
7612,ORD-003414,PROD-00263,2,71.53,0.0,143.06,54.18
7613,ORD-003414,PROD-00288,3,127.9,0.0,383.7,213.87
7614,ORD-003415,PROD-00017,1,764.27,0.0,764.27,410.57
7615,ORD-003416,PROD-00182,1,362.91,0.0,362.91,129.07
7616,ORD-003416,PROD-00283,2,144.84,0.0,289.68,159.22
7617,ORD-003417,PROD-00141,1,23.63,0.0,23.63,11.46
7618,ORD-003417,PROD-00131,1,217.81,0.0,217.81,120.84
7619,ORD-003418,PROD-00009,2,954.26,0.0,1908.52,981.12
7620,ORD-003419,PROD-00103,4,529.16,0.0,2116.64,1205.92
7621,ORD-003419,PROD-00041,1,484.64,0.0,484.64,192.47
7622,ORD-003419,PROD-00029,1,881.32,0.0,881.32,400.69
7623,ORD-003419,PROD-00025,1,140.38,0.0,140.38,55.5
7624,ORD-003420,PROD-00018,2,756.14,0.0,1512.28,551.7
7625,ORD-003420,PROD-00277,3,21.76,0.0,65.28,27.09
7626,ORD-003421,PROD-00212,1,495.16,0.0,495.16,259.56
7627,ORD-003421,PROD-00107,2,536.66,0.0,1073.32,446.08
7628,ORD-003421,PROD-00269,1,127.62,0.0,127.62,56.32
7629,ORD-003421,PROD-00195,1,49.05,0.0,49.05,21.24
7630,ORD-003422,PROD-00285,1,116.32,0.0,116.32,55.6
7631,ORD-003422,PROD-00111,1,303.33,0.0,303.33,103.16
7632,ORD-003422,PROD-00182,2,362.91,0.0,725.82,258.14
7633,ORD-003422,PROD-00051,1,359.46,0.0,359.46,196.58
7634,ORD-003422,PROD-00188,3,488.08,0.0,1464.24,848.34
7635,ORD-003423,PROD-00139,2,220.29,0.0,440.58,193.24
7636,ORD-003423,PROD-00258,2,48.44,0.0,96.88,44.8
7637,ORD-003424,PROD-00235,5,524.61,0.0,2623.05,791.5
7638,ORD-003424,PROD-00124,1,746.82,0.0,746.82,423.48
7639,ORD-003425,PROD-00166,2,127.23,0.0,254.46,125.88
7640,ORD-003425,PROD-00109,1,247.84,0.0,247.84,111.26
7641,ORD-003426,PROD-00237,5,12.62,0.0,63.1,24.55
7642,ORD-003426,PROD-00234,4,238.92,0.0,955.68,378.56
7643,ORD-003427,PROD-00069,2,721.37,0.0,1442.74,673.06
7644,ORD-003427,PROD-00053,4,130.73,0.0,522.92,276.84
7645,ORD-003427,PROD-00223,1,188.78,0.0,188.78,76.17
7646,ORD-003428,PROD-00086,1,169.28,0.0,169.28,89.93
7647,ORD-003429,PROD-00207,3,456.1,0.0,1368.3,810.93
7648,ORD-003429,PROD-00285,3,116.32,0.0,348.96,166.8
7649,ORD-003430,PROD-00177,2,97.89,0.0,195.78,79.64
7650,ORD-003430,PROD-00020,2,1360.0,0.0,2720.0,1299.36
7651,ORD-003431,PROD-00187,1,65.32,0.0,65.32,32.33
7652,ORD-003432,PROD-00183,5,126.27,0.0,631.35,241.6
7653,ORD-003433,PROD-00003,1,229.26,0.0,229.26,131.07
7654,ORD-003434,PROD-00111,3,303.33,0.0,909.99,309.48
7655,ORD-003435,PROD-00007,2,874.14,0.0,1748.28,884.68
7656,ORD-003435,PROD-00171,2,237.36,0.0,474.72,251.96
7657,ORD-003435,PROD-00233,1,284.71,0.0,284.71,127.52
7658,ORD-003435,PROD-00024,3,834.83,0.0,2504.49,1341.33
7659,ORD-003435,PROD-00047,2,812.62,0.0,1625.24,711.9
7660,ORD-003436,PROD-00111,2,303.33,0.0,606.66,206.32
7661,ORD-003437,PROD-00099,1,667.53,0.0,667.53,286.66
7662,ORD-003437,PROD-00083,1,586.48,0.0,586.48,243.76
7663,ORD-003438,PROD-00188,1,488.08,0.0,488.08,282.78
7664,ORD-003438,PROD-00247,1,16.31,0.0,16.31,7.92
7665,ORD-003438,PROD-00113,1,109.09,0.0,109.09,35.8
7666,ORD-003439,PROD-00270,4,14.85,0.0,59.4,33.36
7667,ORD-003440,PROD-00070,1,339.92,0.0,339.92,196.29
7668,ORD-003440,PROD-00109,1,247.84,0.0,247.84,111.26
7669,ORD-003440,PROD-00055,2,1326.91,0.0,2653.82,918.62
7670,ORD-003440,PROD-00111,1,303.33,0.0,303.33,103.16
7671,ORD-003440,PROD-00138,1,165.55,0.0,165.55,88.92
7672,ORD-003441,PROD-00182,1,362.91,0.0,362.91,129.07
7673,ORD-003441,PROD-00248,1,67.34,0.0,67.34,21.53
7674,ORD-003442,PROD-00095,2,588.25,0.0,1176.5,615.18
7675,ORD-003442,PROD-00075,2,330.52,0.0,661.04,348.8
7676,ORD-003442,PROD-00068,4,1370.52,0.0,5482.08,1727.76
7677,ORD-003443,PROD-00160,1,144.11,0.0,144.11,43.64
7678,ORD-003444,PROD-00021,3,1068.73,0.0,3206.19,1004.28
7679,ORD-003444,PROD-00113,1,109.09,0.0,109.09,35.8
7680,ORD-003445,PROD-00206,4,164.13,0.0,656.52,272.16
7681,ORD-003445,PROD-00132,4,51.47,0.0,205.88,83.84
7682,ORD-003446,PROD-00186,2,358.07,0.0,716.14,427.32
7683,ORD-003446,PROD-00293,2,30.69,0.0,61.38,22.16
7684,ORD-003447,PROD-00251,4,18.32,0.0,73.28,27.44
7685,ORD-003448,PROD-00003,3,229.26,0.0,687.78,393.21
7686,ORD-003449,PROD-00107,5,536.66,0.0,2683.3,1115.2
7687,ORD-003450,PROD-00090,1,625.54,0.0,625.54,370.66
7688,ORD-003450,PROD-00192,1,126.91,0.0,126.91,65.21
7689,ORD-003451,PROD-00021,2,1068.73,0.0,2137.46,669.52
7690,ORD-003452,PROD-00279,1,74.98,0.0,74.98,29.96
7691,ORD-003452,PROD-00071,1,403.84,0.0,403.84,122.71
7692,ORD-003453,PROD-00115,2,260.81,0.0,521.62,196.64
7693,ORD-003453,PROD-00006,1,227.05,0.0,227.05,120.21
7694,ORD-003453,PROD-00085,2,550.76,0.0,1101.52,551.4
7695,ORD-003454,PROD-00084,1,373.65,0.0,373.65,214.04
7696,ORD-003454,PROD-00137,1,60.26,0.0,60.26,30.73
7697,ORD-003455,PROD-00212,1,495.16,0.0,495.16,259.56
7698,ORD-003455,PROD-00279,2,74.98,0.0,149.96,59.92
7699,ORD-003455,PROD-00232,1,14.11,0.0,14.11,7.05
7700,ORD-003456,PROD-00143,2,150.6,0.0,301.2,169.04
7701,ORD-003456,PROD-00229,1,315.69,0.0,315.69,118.37
7702,ORD-003456,PROD-00067,1,1381.01,0.0,1381.01,747.36
7703,ORD-003457,PROD-00059,1,175.01,0.0,175.01,85.81
7704,ORD-003458,PROD-00268,1,46.43,0.0,46.43,24.43
7705,ORD-003459,PROD-00132,2,51.47,0.0,102.94,41.92
7706,ORD-003459,PROD-00228,1,288.67,0.0,288.67,121.65
7707,ORD-003459,PROD-00198,1,98.35,0.0,98.35,53.79
7708,ORD-003460,PROD-00116,1,480.37,0.0,480.37,286.5
7709,ORD-003460,PROD-00031,1,1231.36,0.0,1231.36,732.72
7710,ORD-003461,PROD-00168,1,184.98,0.0,184.98,58.58
7711,ORD-003461,PROD-00149,1,138.93,0.0,138.93,59.53
7712,ORD-003462,PROD-00070,3,339.92,0.0,1019.76,588.87
7713,ORD-003462,PROD-00219,1,147.31,0.0,147.31,45.12
7714,ORD-003463,PROD-00024,2,834.83,0.0,1669.66,894.22
7715,ORD-003464,PROD-00138,4,165.55,0.0,662.2,355.68
7716,ORD-003464,PROD-00053,1,130.73,0.0,130.73,69.21
7717,ORD-003465,PROD-00067,1,1381.01,0.0,1381.01,747.36
7718,ORD-003465,PROD-00197,2,390.2,0.0,780.4,445.2
7719,ORD-003465,PROD-00278,2,86.22,0.0,172.44,84.06
7720,ORD-003465,PROD-00051,1,359.46,0.0,359.46,196.58
7721,ORD-003466,PROD-00081,1,248.92,0.0,248.92,98.5
7722,ORD-003466,PROD-00033,3,781.9,0.0,2345.7,942.12
7723,ORD-003466,PROD-00052,2,828.96,0.0,1657.92,840.48
7724,ORD-003466,PROD-00269,2,127.62,0.0,255.24,112.64
7725,ORD-003467,PROD-00071,2,403.84,0.0,807.68,245.42
7726,ORD-003467,PROD-00228,3,288.67,0.0,866.01,364.95
7727,ORD-003468,PROD-00281,1,53.12,0.0,53.12,20.67
7728,ORD-003468,PROD-00138,2,165.55,0.0,331.1,177.84
7729,ORD-003468,PROD-00197,1,390.2,0.0,390.2,222.6
7730,ORD-003469,PROD-00213,1,136.68,0.0,136.68,69.92
7731,ORD-003469,PROD-00002,1,571.98,0.0,571.98,259.8
7732,ORD-003470,PROD-00016,2,604.72,0.0,1209.44,678.26
7733,ORD-003471,PROD-00277,4,21.76,0.0,87.04,36.12
7734,ORD-003472,PROD-00265,1,143.9,0.0,143.9,48.16
7735,ORD-003472,PROD-00154,5,192.64,0.0,963.2,484.5
7736,ORD-003472,PROD-00262,1,54.26,0.0,54.26,30.23
7737,ORD-003473,PROD-00049,1,485.12,0.0,485.12,186.48
7738,ORD-003474,PROD-00135,1,113.46,0.0,113.46,67.75
7739,ORD-003474,PROD-00100,1,91.93,0.0,91.93,48.08
7740,ORD-003474,PROD-00010,3,1141.41,0.0,3424.23,1243.86
7741,ORD-003475,PROD-00001,1,613.68,0.0,613.68,259.38
7742,ORD-003475,PROD-00131,2,217.81,0.0,435.62,241.68
7743,ORD-003475,PROD-00155,1,190.74,0.0,190.74,96.71
7744,ORD-003475,PROD-00195,1,49.05,0.0,49.05,21.24
7745,ORD-003475,PROD-00093,4,73.93,0.0,295.72,142.6
7746,ORD-003476,PROD-00238,1,20.18,0.0,20.18,7.77
7747,ORD-003476,PROD-00201,4,135.68,0.0,542.72,173.52
7748,ORD-003476,PROD-00019,1,1234.83,0.0,1234.83,637.66
7749,ORD-003476,PROD-00241,2,67.46,0.0,134.92,64.78
7750,ORD-003477,PROD-00053,1,130.73,0.0,130.73,69.21
7751,ORD-003478,PROD-00279,2,74.98,0.0,149.96,59.92
7752,ORD-003479,PROD-00204,1,478.36,0.0,478.36,279.73
7753,ORD-003479,PROD-00085,5,550.76,0.0,2753.8,1378.5
7754,ORD-003480,PROD-00293,1,30.69,0.0,30.69,11.08
7755,ORD-003480,PROD-00049,2,485.12,0.0,970.24,372.96
7756,ORD-003481,PROD-00227,1,430.55,0.0,430.55,175.06
7757,ORD-003481,PROD-00179,2,172.49,0.0,344.98,168.82
7758,ORD-003481,PROD-00118,3,196.53,0.0,589.59,238.41
7759,ORD-003481,PROD-00093,3,73.93,0.0,221.79,106.95
7760,ORD-003482,PROD-00190,2,146.54,0.0,293.08,124.44
7761,ORD-003483,PROD-00290,1,105.36,0.0,105.36,31.8
7762,ORD-003483,PROD-00210,4,277.62,0.0,1110.48,486.72
7763,ORD-003484,PROD-00108,3,457.62,0.0,1372.86,773.28
7764,ORD-003485,PROD-00093,1,73.93,0.0,73.93,35.65
7765,ORD-003485,PROD-00292,2,139.78,0.0,279.56,108.74
7766,ORD-003486,PROD-00174,1,56.74,0.0,56.74,22.52
7767,ORD-003487,PROD-00057,2,1399.93,0.0,2799.86,1435.94
7768,ORD-003487,PROD-00205,3,538.18,0.0,1614.54,704.97
7769,ORD-003488,PROD-00209,1,503.84,0.0,503.84,173.11
7770,ORD-003488,PROD-00116,4,480.37,0.0,1921.48,1146.0
7771,ORD-003488,PROD-00274,4,7.84,0.0,31.36,16.32
7772,ORD-003489,PROD-00005,1,638.65,0.0,638.65,356.47
7773,ORD-003490,PROD-00029,1,881.32,0.0,881.32,400.69
7774,ORD-003490,PROD-00022,4,836.93,0.0,3347.72,1989.96
7775,ORD-003491,PROD-00119,1,171.4,0.0,171.4,66.14
7776,ORD-003492,PROD-00024,3,834.83,0.0,2504.49,1341.33
7777,ORD-003492,PROD-00219,1,147.31,0.0,147.31,45.12
7778,ORD-003493,PROD-00050,3,1291.19,0.0,3873.57,2020.5
7779,ORD-003494,PROD-00163,1,186.23,0.0,186.23,90.69
7780,ORD-003494,PROD-00268,1,46.43,0.15,39.47,24.43
7781,ORD-003494,PROD-00151,1,74.64,0.0,74.64,43.88
7782,ORD-003495,PROD-00179,3,172.49,0.0,517.47,253.23
7783,ORD-003495,PROD-00058,2,640.17,0.0,1280.34,659.16
7784,ORD-003495,PROD-00115,1,260.81,0.0,260.81,98.32
7785,ORD-003496,PROD-00191,1,66.08,0.0,66.08,26.6
7786,ORD-003496,PROD-00135,1,113.46,0.0,113.46,67.75
7787,ORD-003496,PROD-00073,2,687.3,0.0,1374.6,628.72
7788,ORD-003496,PROD-00021,1,1068.73,0.0,1068.73,334.76
7789,ORD-003496,PROD-00035,2,394.84,0.0,789.68,448.32
7790,ORD-003497,PROD-00146,1,229.56,0.0,229.56,103.05
7791,ORD-003498,PROD-00081,1,248.92,0.0,248.92,98.5
7792,ORD-003498,PROD-00046,1,1449.0,0.0,1449.0,682.3
7793,ORD-003498,PROD-00212,1,495.16,0.0,495.16,259.56
